Tue Oct 18 2016 00:56:57 GMT-0700 (Pacific Daylight Time) || yashas || Action: Loaded home page
Tue Oct 18 2016 00:56:57 GMT-0700 (Pacific Daylight Time) || yashas || Action: Retrieving data from session
Tue Oct 18 2016 00:56:57 GMT-0700 (Pacific Daylight Time) || yashas || Action: Get account details of user :yash@gmail.com
Tue Oct 18 2016 00:57:07 GMT-0700 (Pacific Daylight Time) || yashas || Action: Logging out!! Bye
Tue Oct 18 2016 01:00:34 GMT-0700 (Pacific Daylight Time) || yashas || Action: Loaded home page
Tue Oct 18 2016 01:00:34 GMT-0700 (Pacific Daylight Time) || yashas || Action: Retrieving data from session
Tue Oct 18 2016 01:00:44 GMT-0700 (Pacific Daylight Time) || yashas || Action: Logging out!! Bye
Wed Oct 19 2016 16:01:53 GMT-0700 (Pacific Daylight Time) || Yashas || Action: Loaded home page
Wed Oct 19 2016 16:01:54 GMT-0700 (Pacific Daylight Time) || Yashas || Action: Retrieving data from session
Wed Oct 19 2016 16:01:54 GMT-0700 (Pacific Daylight Time) || Yashas || Action: Get account details of user :yash@gmail.com
Wed Oct 19 2016 17:00:25 GMT-0700 (Pacific Daylight Time) || Yashas || Action: Logging out!! Bye
